,caption,prob
9478,a man is holding a tennis racket on a court.,"[6.5230039e-09 3.9703118e-05 9.9729341e-01 ... 2.7640757e-08 3.8449830e-08
 2.3886932e-08]"
9479,a group of people standing in a room with a large umbrella.,"[5.1939275e-09 2.3671246e-05 9.9790359e-01 ... 2.1037353e-08 2.5044640e-08
 1.8150454e-08]"
9480,a group of people standing in a room with a large umbrella.,"[5.1939275e-09 2.3671246e-05 9.9790359e-01 ... 2.1037353e-08 2.5044640e-08
 1.8150454e-08]"
9481,a group of people standing in a room with a large umbrella.,"[5.1939275e-09 2.3671246e-05 9.9790359e-01 ... 2.1037353e-08 2.5044640e-08
 1.8150454e-08]"
9482,a group of people standing in a room with a large umbrella.,"[5.1939275e-09 2.3671246e-05 9.9790359e-01 ... 2.1037353e-08 2.5044640e-08
 1.8150454e-08]"
9483,a group of people standing in a room with a man.,"[5.5847957e-09 2.8333481e-05 9.9794191e-01 ... 2.3027894e-08 2.7559361e-08
 1.9639144e-08]"
9484,a woman holding a cell phone in a hand.,"[6.8622126e-09 4.4293614e-05 9.9729103e-01 ... 2.9374242e-08 3.7705330e-08
 2.3732198e-08]"
9485,a woman holding a cell phone in a hand.,"[6.8622126e-09 4.4293614e-05 9.9729103e-01 ... 2.9374242e-08 3.7705330e-08
 2.3732198e-08]"
9486,a woman holding a cell phone in a hand.,"[6.8622126e-09 4.4293614e-05 9.9729103e-01 ... 2.9374242e-08 3.7705330e-08
 2.3732198e-08]"
9487,a woman holding a cell phone in a hand.,"[6.8622126e-09 4.4293614e-05 9.9729103e-01 ... 2.9374242e-08 3.7705330e-08
 2.3732198e-08]"
9488,a man in a suit and tie is standing on a sidewalk.,"[5.0554534e-09 3.9421211e-05 9.9772924e-01 ... 1.9724068e-08 2.2615826e-08
 1.5775266e-08]"
9489,a man in a suit and tie is standing on a sidewalk.,"[5.0554534e-09 3.9421211e-05 9.9772924e-01 ... 1.9724068e-08 2.2615826e-08
 1.5775266e-08]"
9490,a man in a suit and tie is standing on a sidewalk.,"[5.0554534e-09 3.9421211e-05 9.9772924e-01 ... 1.9724068e-08 2.2615826e-08
 1.5775266e-08]"
9491,a man in a suit and tie is standing on a sidewalk.,"[5.0554534e-09 3.9421211e-05 9.9772924e-01 ... 1.9724068e-08 2.2615826e-08
 1.5775266e-08]"
9492,a group of people sitting on a bench in a park.,"[7.0287673e-09 3.7505000e-05 9.9740547e-01 ... 2.7479478e-08 3.3845879e-08
 2.4057384e-08]"
9493,a group of people sitting on a bench in a park.,"[7.0287673e-09 3.7505000e-05 9.9740547e-01 ... 2.7479478e-08 3.3845879e-08
 2.4057384e-08]"
9494,a man holding a cell phone in a room.,"[5.1797002e-09 3.1761832e-05 9.9797577e-01 ... 2.2277625e-08 2.5599364e-08
 1.8162920e-08]"
9495,a group of people sitting on a bench in a room.,"[6.5592314e-09 3.5695546e-05 9.9762398e-01 ... 2.6236901e-08 3.3382271e-08
 2.2595675e-08]"
9496,a group of people sitting on a bench in a room.,"[6.5592314e-09 3.5695546e-05 9.9762398e-01 ... 2.6236901e-08 3.3382271e-08
 2.2595675e-08]"
9497,a woman is sitting on a couch with a laptop.,"[3.9854302e-09 3.0022162e-05 9.9807113e-01 ... 1.6566954e-08 1.7564799e-08
 1.3334232e-08]"
9498,a man is holding a cell phone in a room.,"[4.1829380e-09 3.1534873e-05 9.9819499e-01 ... 1.7589377e-08 1.9312219e-08
 1.4310648e-08]"
9499,a group of people standing around a table with umbrellas.,"[8.1863618e-09 2.8725057e-05 9.9724579e-01 ... 3.6271878e-08 4.5562771e-08
 3.1519384e-08]"
9500,a man holding a tennis racket on a court.,"[6.4287904e-09 3.8057300e-05 9.9738914e-01 ... 2.7907980e-08 3.8189729e-08
 2.3555355e-08]"
9501,a man holding a tennis racket on a court.,"[6.4287904e-09 3.8057300e-05 9.9738914e-01 ... 2.7907980e-08 3.8189729e-08
 2.3555355e-08]"
9502,a man is holding a tennis racket on a court.,"[6.1627765e-09 4.0025465e-05 9.9746358e-01 ... 2.7347378e-08 3.6213290e-08
 2.2421062e-08]"
9503,a man is holding a tennis racket on a court.,"[6.1627765e-09 4.0025465e-05 9.9746358e-01 ... 2.7347378e-08 3.6213290e-08
 2.2421062e-08]"
9504,a man is holding a tennis racket on a court.,"[6.3028271e-09 4.1746724e-05 9.9736315e-01 ... 2.6670866e-08 3.6303764e-08
 2.2320245e-08]"
9505,a man is holding a cell phone in a hand.,"[5.4372422e-09 3.9857528e-05 9.9773586e-01 ... 2.2752959e-08 2.9339011e-08
 1.8674104e-08]"
9506,a man is holding a cell phone in a hand.,"[5.4372422e-09 3.9857528e-05 9.9773586e-01 ... 2.2752959e-08 2.9339011e-08
 1.8674104e-08]"
9507,a man is holding a cell phone in a hand.,"[5.4372422e-09 3.9857528e-05 9.9773586e-01 ... 2.2752959e-08 2.9339011e-08
 1.8674104e-08]"
9508,a large clock tower with a clock on it.,"[6.4116157e-09 2.3601129e-05 9.9743575e-01 ... 2.7357778e-08 3.2981344e-08
 2.3255165e-08]"
9509,a large clock tower with a clock on it.,"[6.4116157e-09 2.3601129e-05 9.9743575e-01 ... 2.7357778e-08 3.2981344e-08
 2.3255165e-08]"
9510,a large clock tower with a clock on it.,"[6.4116157e-09 2.3601129e-05 9.9743575e-01 ... 2.7357778e-08 3.2981344e-08
 2.3255165e-08]"
9511,a man is holding a tennis racket in a hand.,"[5.4659735e-09 3.6721602e-05 9.9762386e-01 ... 2.2797447e-08 3.1059422e-08
 1.9417000e-08]"
9512,a red and white bus is parked on a street.,"[4.4732107e-09 3.3381355e-05 9.9785584e-01 ... 1.7324600e-08 1.9244519e-08
 1.4161736e-08]"
9513,a stop sign with a clock on it.,"[7.4925381e-09 2.8647195e-05 9.9723047e-01 ... 3.5401037e-08 4.1735294e-08
 2.8487991e-08]"
9514,a stop sign with a clock on it.,"[7.4925381e-09 2.8647195e-05 9.9723047e-01 ... 3.5401037e-08 4.1735294e-08
 2.8487991e-08]"
9515,a stop sign with a clock on it.,"[7.4925381e-09 2.8647195e-05 9.9723047e-01 ... 3.5401037e-08 4.1735294e-08
 2.8487991e-08]"
9516,a stop sign with a clock on it.,"[7.4925381e-09 2.8647195e-05 9.9723047e-01 ... 3.5401037e-08 4.1735294e-08
 2.8487991e-08]"
9517,a man riding a horse down a street.,"[5.7408696e-09 3.7062448e-05 9.9745637e-01 ... 2.3253916e-08 2.7084621e-08
 1.9015129e-08]"
9518,a man riding a horse down a street.,"[5.7408696e-09 3.7062448e-05 9.9745637e-01 ... 2.3253916e-08 2.7084621e-08
 1.9015129e-08]"
9519,a man holding a banana in a hand.,"[6.4685945e-09 3.5938730e-05 9.9745029e-01 ... 3.0341077e-08 3.6401307e-08
 2.3614021e-08]"
9520,a man is holding a surfboard in the air.,"[5.5550231e-09 3.5634090e-05 9.9742341e-01 ... 2.4499862e-08 2.5844999e-08
 1.9260849e-08]"
9521,a man is holding a surfboard in the air.,"[5.5550231e-09 3.5634090e-05 9.9742341e-01 ... 2.4499862e-08 2.5844999e-08
 1.9260849e-08]"
9522,a man is holding a surfboard in the air.,"[5.5550231e-09 3.5634090e-05 9.9742341e-01 ... 2.4499862e-08 2.5844999e-08
 1.9260849e-08]"
9523,a man is holding a surfboard in the air.,"[5.5550231e-09 3.5634090e-05 9.9742341e-01 ... 2.4499862e-08 2.5844999e-08
 1.9260849e-08]"
9524,a man is holding a tennis racket on a court.,"[6.1475411e-09 4.0710656e-05 9.9746406e-01 ... 2.6891845e-08 3.6035679e-08
 2.2169413e-08]"
9525,a plane flying through the air on a cloudy day.,"[4.5120148e-09 1.5386770e-05 9.9786049e-01 ... 2.0324883e-08 2.0964505e-08
 1.6757870e-08]"
9526,a man holding a banana in a hand.,"[6.5887980e-09 3.1528227e-05 9.9756491e-01 ... 3.0650185e-08 3.7212988e-08
 2.4266138e-08]"
9527,a person is riding a skateboard on a ramp.,"[5.2015139e-09 3.3901237e-05 9.9744165e-01 ... 2.1294158e-08 2.2921546e-08
 1.7151244e-08]"
9528,a man in a suit and tie is standing in a room.,"[3.9653347e-09 3.7217360e-05 9.9815434e-01 ... 1.5697807e-08 1.7369031e-08
 1.2879851e-08]"
9529,a man is riding a skateboard on a beach.,"[5.9204051e-09 4.0977397e-05 9.9741459e-01 ... 2.5544985e-08 3.0498327e-08
 2.0047429e-08]"
9530,a man is riding a skateboard on a beach.,"[5.9204051e-09 4.0977397e-05 9.9741459e-01 ... 2.5544985e-08 3.0498327e-08
 2.0047429e-08]"
9531,a man holding a tennis racket in a hand.,"[5.9364735e-09 3.9071310e-05 9.9759918e-01 ... 2.5755456e-08 3.4210757e-08
 2.1134200e-08]"
9532,a man holding a tennis racket in a hand.,"[5.9364735e-09 3.9071310e-05 9.9759918e-01 ... 2.5755456e-08 3.4210757e-08
 2.1134200e-08]"
9533,a white plate with a sandwich and a knife.,"[4.1996961e-09 2.4430168e-05 9.9783570e-01 ... 2.3051062e-08 1.9239945e-08
 1.5459849e-08]"
9534,a white plate with a sandwich and a knife.,"[4.1996961e-09 2.4430168e-05 9.9783570e-01 ... 2.3051062e-08 1.9239945e-08
 1.5459849e-08]"
9535,a man in a suit and tie is standing in a room.,"[3.42452511e-09 3.12020784e-05 9.98264730e-01 ... 1.39246064e-08
 1.48063055e-08 1.06067262e-08]"
9536,a man in a suit and tie is standing in a room.,"[3.42452511e-09 3.12020784e-05 9.98264730e-01 ... 1.39246064e-08
 1.48063055e-08 1.06067262e-08]"
9537,a man in a suit and tie is standing in a room.,"[3.42452511e-09 3.12020784e-05 9.98264730e-01 ... 1.39246064e-08
 1.48063055e-08 1.06067262e-08]"
9538,a man is riding a skateboard on a sidewalk.,"[4.9720739e-09 3.6691581e-05 9.9753475e-01 ... 1.9513388e-08 2.2390353e-08
 1.5714269e-08]"
9539,a man is riding a skateboard on a sidewalk.,"[4.9720739e-09 3.6691581e-05 9.9753475e-01 ... 1.9513388e-08 2.2390353e-08
 1.5714269e-08]"
9540,a man is riding a skateboard on a sidewalk.,"[4.9720739e-09 3.6691581e-05 9.9753475e-01 ... 1.9513388e-08 2.2390353e-08
 1.5714269e-08]"
9541,a man in a suit and tie is standing in front of a building.,"[3.0991272e-09 3.8293725e-05 9.9824548e-01 ... 1.0742381e-08 1.2765218e-08
 8.9213037e-09]"
9542,a man in a suit and tie is standing in front of a building.,"[3.0991272e-09 3.8293725e-05 9.9824548e-01 ... 1.0742381e-08 1.2765218e-08
 8.9213037e-09]"
9543,a man in a suit and tie is standing in front of a building.,"[3.0991272e-09 3.8293725e-05 9.9824548e-01 ... 1.0742381e-08 1.2765218e-08
 8.9213037e-09]"
9544,a man in a suit and tie is standing in front of a building.,"[3.0991272e-09 3.8293725e-05 9.9824548e-01 ... 1.0742381e-08 1.2765218e-08
 8.9213037e-09]"
9545,a man in a suit and tie is standing in front of a building.,"[2.93089775e-09 3.64564221e-05 9.98351336e-01 ... 1.08676748e-08
 1.19607595e-08 8.63432525e-09]"
9546,a man in a suit and tie is standing in front of a building.,"[2.93089775e-09 3.64564221e-05 9.98351336e-01 ... 1.08676748e-08
 1.19607595e-08 8.63432525e-09]"
9547,a man in a suit and tie is standing in front of a building.,"[2.93089775e-09 3.64564221e-05 9.98351336e-01 ... 1.08676748e-08
 1.19607595e-08 8.63432525e-09]"
9548,a man in a suit and tie is standing in front of a building.,"[2.93089775e-09 3.64564221e-05 9.98351336e-01 ... 1.08676748e-08
 1.19607595e-08 8.63432525e-09]"
9549,a man in a suit and tie is standing in front of a building.,"[2.93089775e-09 3.64564221e-05 9.98351336e-01 ... 1.08676748e-08
 1.19607595e-08 8.63432525e-09]"
9550,a man in a suit and tie is standing in front of a building.,"[2.93089775e-09 3.64564221e-05 9.98351336e-01 ... 1.08676748e-08
 1.19607595e-08 8.63432525e-09]"
9551,a man in a suit and tie is standing in front of a building.,"[2.93089775e-09 3.64564221e-05 9.98351336e-01 ... 1.08676748e-08
 1.19607595e-08 8.63432525e-09]"
9552,a clock tower with a clock on it.,"[6.2421117e-09 2.5131290e-05 9.9752110e-01 ... 2.7415021e-08 3.3183635e-08
 2.2707225e-08]"
9553,a clock tower with a clock on it.,"[5.7649472e-09 2.3276330e-05 9.9760348e-01 ... 2.5217505e-08 3.0074343e-08
 2.0910511e-08]"
9554,a man riding a wave on a surfboard.,"[5.5438218e-09 3.4684879e-05 9.9726129e-01 ... 2.4692241e-08 2.5773314e-08
 1.8858605e-08]"
9555,a man riding a wave on a surfboard.,"[5.5438218e-09 3.4684879e-05 9.9726129e-01 ... 2.4692241e-08 2.5773314e-08
 1.8858605e-08]"
9556,a living room with a couch and a television.,"[5.6039213e-09 2.5675376e-05 9.9750310e-01 ... 2.1358886e-08 2.2173410e-08
 1.8502249e-08]"
9557,a living room with a couch and a television.,"[5.6039213e-09 2.5675376e-05 9.9750310e-01 ... 2.1358886e-08 2.2173410e-08
 1.8502249e-08]"
9558,a man in a suit and tie is standing in a room.,"[4.5864499e-09 3.7279751e-05 9.9792069e-01 ... 1.8075278e-08 2.0770262e-08
 1.4594846e-08]"
9559,a man in a suit and tie is standing in a room.,"[4.5864499e-09 3.7279751e-05 9.9792069e-01 ... 1.8075278e-08 2.0770262e-08
 1.4594846e-08]"
9560,a man in a suit and tie is standing in a room.,"[4.5864499e-09 3.7279751e-05 9.9792069e-01 ... 1.8075278e-08 2.0770262e-08
 1.4594846e-08]"
9561,a man in a suit and tie is standing in a room.,"[4.5864499e-09 3.7279751e-05 9.9792069e-01 ... 1.8075278e-08 2.0770262e-08
 1.4594846e-08]"
9562,a person flying a kite in the air.,"[4.7906288e-09 2.6588352e-05 9.9748993e-01 ... 1.9723098e-08 2.0615333e-08
 1.5774882e-08]"
9563,a person flying a kite in the air.,"[4.7906288e-09 2.6588352e-05 9.9748993e-01 ... 1.9723098e-08 2.0615333e-08
 1.5774882e-08]"
9564,a man is holding a frisbee in a room.,"[4.4969517e-09 3.0994677e-05 9.9799335e-01 ... 2.0924988e-08 2.3266345e-08
 1.6573594e-08]"
9565,a large airplane flying over a cloudy sky.,"[4.33503011e-09 2.11309816e-05 9.97697771e-01 ... 1.80040498e-08
 1.93269507e-08 1.46437795e-08]"
9566,a large airplane flying over a cloudy sky.,"[4.33503011e-09 2.11309816e-05 9.97697771e-01 ... 1.80040498e-08
 1.93269507e-08 1.46437795e-08]"
9567,a man is holding a frisbee in a room.,"[4.4969517e-09 3.0994677e-05 9.9799335e-01 ... 2.0924988e-08 2.3266345e-08
 1.6573594e-08]"
9568,a man is holding a frisbee in a room.,"[4.4969517e-09 3.0994677e-05 9.9799335e-01 ... 2.0924988e-08 2.3266345e-08
 1.6573594e-08]"
9569,a group of people standing around a table with a large umbrella.,"[4.9402336e-09 2.2787524e-05 9.9783117e-01 ... 2.0035309e-08 2.4391701e-08
 1.7077102e-08]"
9570,a group of people standing around a table with a large umbrella.,"[4.9402336e-09 2.2787524e-05 9.9783117e-01 ... 2.0035309e-08 2.4391701e-08
 1.7077102e-08]"
9571,a group of people standing around a table with a large umbrella.,"[4.9402336e-09 2.2787524e-05 9.9783117e-01 ... 2.0035309e-08 2.4391701e-08
 1.7077102e-08]"
9572,a man is holding a tennis racket on a court.,"[5.8773217e-09 4.3736072e-05 9.9741411e-01 ... 2.5929042e-08 3.4256118e-08
 2.0860972e-08]"
9573,a large white and white cat sitting on a bed.,"[3.3635965e-09 2.9573244e-05 9.9827611e-01 ... 1.3112857e-08 1.4334732e-08
 1.0921671e-08]"
9574,a man is holding a tennis racket on a court.,"[6.5446462e-09 3.9302031e-05 9.9735355e-01 ... 2.7536496e-08 3.8408974e-08
 2.3789839e-08]"
9575,a man is holding a tennis racket on a court.,"[6.5446462e-09 3.9302031e-05 9.9735355e-01 ... 2.7536496e-08 3.8408974e-08
 2.3789839e-08]"
9576,a man is holding a cell phone in a room.,"[6.5527272e-09 4.0159834e-05 9.9744862e-01 ... 2.7037441e-08 3.4896807e-08
 2.2537261e-08]"
9577,a man is holding a cell phone in a room.,"[6.5527272e-09 4.0159834e-05 9.9744862e-01 ... 2.7037441e-08 3.4896807e-08
 2.2537261e-08]"
9578,a large clock tower with a clock on it.,"[4.9825104e-09 2.2457425e-05 9.9767631e-01 ... 2.0971314e-08 2.4132264e-08
 1.7474461e-08]"
9579,a group of people sitting on a couch with a laptop.,"[5.5464584e-09 2.9557146e-05 9.9772984e-01 ... 2.2891813e-08 2.6390110e-08
 1.9445899e-08]"
9580,a group of people sitting on a couch with a laptop.,"[5.5464584e-09 2.9557146e-05 9.9772984e-01 ... 2.2891813e-08 2.6390110e-08
 1.9445899e-08]"
9581,a man is standing on a beach with a surfboard.,"[4.3493378e-09 2.6884216e-05 9.9733931e-01 ... 1.7960476e-08 1.9024323e-08
 1.3755104e-08]"
9582,a woman is holding a teddy bear in a room.,"[4.3246988e-09 2.8045119e-05 9.9816412e-01 ... 1.7716777e-08 1.9880376e-08
 1.4599882e-08]"
9583,a woman is holding a teddy bear in a room.,"[4.3246988e-09 2.8045119e-05 9.9816412e-01 ... 1.7716777e-08 1.9880376e-08
 1.4599882e-08]"
9584,a woman is holding a teddy bear in a room.,"[4.3246988e-09 2.8045119e-05 9.9816412e-01 ... 1.7716777e-08 1.9880376e-08
 1.4599882e-08]"
9585,a large clock tower with a clock on it.,"[5.1135221e-09 2.1824044e-05 9.9765468e-01 ... 2.1800670e-08 2.4636249e-08
 1.7932297e-08]"
9586,a man is standing on a beach with a surfboard.,"[4.3493378e-09 2.6884216e-05 9.9733931e-01 ... 1.7960476e-08 1.9024323e-08
 1.3755104e-08]"
9587,a man is standing on a beach with a surfboard.,"[4.3493378e-09 2.6884216e-05 9.9733931e-01 ... 1.7960476e-08 1.9024323e-08
 1.3755104e-08]"
9588,a man holding a cell phone in a hand.,"[5.3319922e-09 4.0252060e-05 9.9773526e-01 ... 2.2741057e-08 2.8180290e-08
 1.8113711e-08]"
9589,a man holding a cell phone in a hand.,"[5.3319922e-09 4.0252060e-05 9.9773526e-01 ... 2.2741057e-08 2.8180290e-08
 1.8113711e-08]"
9590,a man holding a cell phone in a hand.,"[5.3319922e-09 4.0252060e-05 9.9773526e-01 ... 2.2741057e-08 2.8180290e-08
 1.8113711e-08]"
9591,a man holding a cell phone in a hand.,"[5.3319922e-09 4.0252060e-05 9.9773526e-01 ... 2.2741057e-08 2.8180290e-08
 1.8113711e-08]"
9592,a man holding a cell phone in a hand.,"[5.3319922e-09 4.0252060e-05 9.9773526e-01 ... 2.2741057e-08 2.8180290e-08
 1.8113711e-08]"
9593,a man holding a cell phone in a hand.,"[5.3319922e-09 4.0252060e-05 9.9773526e-01 ... 2.2741057e-08 2.8180290e-08
 1.8113711e-08]"
9594,a man holding a cell phone in a hand.,"[5.3319922e-09 4.0252060e-05 9.9773526e-01 ... 2.2741057e-08 2.8180290e-08
 1.8113711e-08]"
9595,a man holding a cell phone in a hand.,"[5.3319922e-09 4.0252060e-05 9.9773526e-01 ... 2.2741057e-08 2.8180290e-08
 1.8113711e-08]"
9596,a cat is sitting on a desk with a laptop.,"[3.9003396e-09 2.5246356e-05 9.9811113e-01 ... 1.7605954e-08 1.8942840e-08
 1.3631893e-08]"
9597,a man holding a cell phone in a hand.,"[5.3319922e-09 4.0252060e-05 9.9773526e-01 ... 2.2741057e-08 2.8180290e-08
 1.8113711e-08]"
9598,a man holding a cell phone in a hand.,"[5.3319922e-09 4.0252060e-05 9.9773526e-01 ... 2.2741057e-08 2.8180290e-08
 1.8113711e-08]"
9599,a large clock tower with a clock on it.,"[6.0928382e-09 2.5509911e-05 9.9758172e-01 ... 2.6836448e-08 3.2338534e-08
 2.2263606e-08]"
9600,a large clock tower with a clock on it.,"[6.0928382e-09 2.5509911e-05 9.9758172e-01 ... 2.6836448e-08 3.2338534e-08
 2.2263606e-08]"
9601,a man holding a cell phone in a hand.,"[5.3319922e-09 4.0252060e-05 9.9773526e-01 ... 2.2741057e-08 2.8180290e-08
 1.8113711e-08]"
9602,a man holding a cell phone in a hand.,"[5.3319922e-09 4.0252060e-05 9.9773526e-01 ... 2.2741057e-08 2.8180290e-08
 1.8113711e-08]"
9603,a large airplane flying over a cloudy sky.,"[4.33503011e-09 2.11309816e-05 9.97697771e-01 ... 1.80040498e-08
 1.93269507e-08 1.46437795e-08]"
9604,a large airplane flying over a cloudy sky.,"[4.33503011e-09 2.11309816e-05 9.97697771e-01 ... 1.80040498e-08
 1.93269507e-08 1.46437795e-08]"
9605,a man holding a cell phone in a hand.,"[5.3319922e-09 4.0252060e-05 9.9773526e-01 ... 2.2741057e-08 2.8180290e-08
 1.8113711e-08]"
9606,a man holding a cell phone in a hand.,"[5.3319922e-09 4.0252060e-05 9.9773526e-01 ... 2.2741057e-08 2.8180290e-08
 1.8113711e-08]"
9607,a man holding a cell phone in a hand.,"[5.3319922e-09 4.0252060e-05 9.9773526e-01 ... 2.2741057e-08 2.8180290e-08
 1.8113711e-08]"
9608,a man holding a cell phone in a hand.,"[5.3319922e-09 4.0252060e-05 9.9773526e-01 ... 2.2741057e-08 2.8180290e-08
 1.8113711e-08]"
9609,a man holding a cell phone in a hand.,"[5.3319922e-09 4.0252060e-05 9.9773526e-01 ... 2.2741057e-08 2.8180290e-08
 1.8113711e-08]"
9610,a man is holding a tennis racket on a court.,"[6.7782135e-09 3.9926799e-05 9.9725050e-01 ... 2.9066134e-08 4.0509416e-08
 2.5112792e-08]"
9611,a white toilet with a white toilet and a sink.,"[4.0576325e-09 2.5207106e-05 9.9783558e-01 ... 1.8181925e-08 1.7515562e-08
 1.3975255e-08]"
9612,a white toilet with a white toilet and a sink.,"[4.0576325e-09 2.5207106e-05 9.9783558e-01 ... 1.8181925e-08 1.7515562e-08
 1.3975255e-08]"
9613,a large brown bear standing in a field.,"[6.0727885e-09 3.2902826e-05 9.9745780e-01 ... 2.5487347e-08 3.0039629e-08
 2.1087722e-08]"
9614,a man holding a cell phone in a hand.,"[6.4998011e-09 4.1087747e-05 9.9749643e-01 ... 2.8917180e-08 3.6868997e-08
 2.3254939e-08]"
9615,a person is holding a skateboard on a skateboard.,"[5.7233600e-09 3.5076875e-05 9.9739069e-01 ... 2.4457879e-08 2.7599672e-08
 1.9412276e-08]"
9616,a person is holding a skateboard on a skateboard.,"[5.7233600e-09 3.5076875e-05 9.9739069e-01 ... 2.4457879e-08 2.7599672e-08
 1.9412276e-08]"
9617,a person is holding a skateboard on a skateboard.,"[5.7233600e-09 3.5076875e-05 9.9739069e-01 ... 2.4457879e-08 2.7599672e-08
 1.9412276e-08]"
9618,a person is holding a skateboard on a skateboard.,"[5.7233600e-09 3.5076875e-05 9.9739069e-01 ... 2.4457879e-08 2.7599672e-08
 1.9412276e-08]"
9619,a group of people standing around a table with a dog.,"[6.4859362e-09 2.7547228e-05 9.9764568e-01 ... 2.7565951e-08 3.4610750e-08
 2.3910916e-08]"
9620,a man in a suit and tie in a room.,"[4.0772625e-09 3.3762975e-05 9.9826258e-01 ... 1.6497976e-08 1.8068853e-08
 1.3384189e-08]"
9621,a man is holding a tennis racket on a court.,"[6.3715428e-09 3.9991377e-05 9.9739945e-01 ... 2.7056226e-08 3.7390649e-08
 2.2918915e-08]"
9622,a man is holding a tennis racket in a park.,"[5.4066107e-09 4.1605894e-05 9.9753988e-01 ... 2.2700767e-08 3.0375478e-08
 1.8667160e-08]"
9623,a man is standing in front of a building.,"[5.8877552e-09 3.4308607e-05 9.9780589e-01 ... 2.4646658e-08 3.1892711e-08
 2.0597454e-08]"
9624,a woman is holding a tennis racket in a room.,"[5.7773621e-09 3.9000512e-05 9.9760890e-01 ... 2.4973001e-08 3.2725243e-08
 2.0576582e-08]"
9625,a woman is holding a tennis racket in a room.,"[5.7773621e-09 3.9000512e-05 9.9760890e-01 ... 2.4973001e-08 3.2725243e-08
 2.0576582e-08]"
9626,a woman is holding a tennis racket in a room.,"[5.7773621e-09 3.9000512e-05 9.9760890e-01 ... 2.4973001e-08 3.2725243e-08
 2.0576582e-08]"
9627,a stop sign with a clock on it.,"[7.1621860e-09 3.0080791e-05 9.9729258e-01 ... 3.3590091e-08 3.9686597e-08
 2.6938093e-08]"
9628,a stop sign with a clock on it.,"[7.1621860e-09 3.0080791e-05 9.9729258e-01 ... 3.3590091e-08 3.9686597e-08
 2.6938093e-08]"
9629,a man in a suit and a tie is holding a surfboard.,"[3.21663562e-09 3.50091468e-05 9.97881114e-01 ... 1.28889059e-08
 1.36363445e-08 9.51737977e-09]"
9630,a man in a suit and tie is standing in front of a building.,"[3.1167182e-09 3.4525328e-05 9.9839693e-01 ... 1.1510099e-08 1.3104067e-08
 9.4807620e-09]"
9631,a man in a suit and tie is sitting on a table.,"[5.2184155e-09 3.9006678e-05 9.9790180e-01 ... 2.0627466e-08 2.4013548e-08
 1.7272837e-08]"
9632,a woman holding a cell phone in a park.,"[6.9597172e-09 4.5944151e-05 9.9729127e-01 ... 2.8734377e-08 3.6051432e-08
 2.3510898e-08]"
9633,a man holding a cell phone in a hand.,"[4.6791966e-09 3.5977584e-05 9.9798226e-01 ... 1.9842588e-08 2.3898371e-08
 1.5840300e-08]"
9634,a man holding a cell phone in a hand.,"[4.6791966e-09 3.5977584e-05 9.9798226e-01 ... 1.9842588e-08 2.3898371e-08
 1.5840300e-08]"
9635,a man is holding a tennis racket on a court.,"[5.5009663e-09 4.3539480e-05 9.9748260e-01 ... 2.3016549e-08 3.0569247e-08
 1.9064437e-08]"
9636,a man is holding a cell phone in a hand.,"[5.9635523e-09 3.9774728e-05 9.9751747e-01 ... 2.6037792e-08 3.3111817e-08
 2.1193744e-08]"
9637,a man is holding a cell phone on a street.,"[5.9845897e-09 3.7823862e-05 9.9756169e-01 ... 2.6323180e-08 3.2180189e-08
 2.1308097e-08]"
9638,a man is holding a frisbee in the air.,"[6.3134213e-09 3.7891859e-05 9.9742126e-01 ... 2.8317253e-08 3.6641612e-08
 2.2915044e-08]"
9639,a man holding a tennis racket in a hand.,"[6.1682743e-09 4.0049024e-05 9.9751401e-01 ... 2.7599768e-08 3.5936171e-08
 2.2342491e-08]"
9640,a man in a suit and tie is standing in a room.,"[4.8491238e-09 3.9903713e-05 9.9799782e-01 ... 1.8983583e-08 2.3916071e-08
 1.5740646e-08]"
9641,a man in a suit and tie is standing in a room.,"[4.8491238e-09 3.9903713e-05 9.9799782e-01 ... 1.8983583e-08 2.3916071e-08
 1.5740646e-08]"
9642,a man in a suit and tie is standing in a room.,"[4.8491238e-09 3.9903713e-05 9.9799782e-01 ... 1.8983583e-08 2.3916071e-08
 1.5740646e-08]"
9643,a man in a suit and tie is standing in a room.,"[4.8491238e-09 3.9903713e-05 9.9799782e-01 ... 1.8983583e-08 2.3916071e-08
 1.5740646e-08]"
9644,a boat is on the water in the water.,"[5.4486651e-09 2.0619063e-05 9.9752325e-01 ... 2.3511253e-08 2.5466374e-08
 1.9242030e-08]"
9645,a boat is on the water in the water.,"[5.4486651e-09 2.0619063e-05 9.9752325e-01 ... 2.3511253e-08 2.5466374e-08
 1.9242030e-08]"
9646,a boat is on the water in the water.,"[5.4486651e-09 2.0619063e-05 9.9752325e-01 ... 2.3511253e-08 2.5466374e-08
 1.9242030e-08]"
9647,a man is holding a cell phone in a room.,"[4.9442961e-09 3.2617285e-05 9.9785966e-01 ... 2.0738392e-08 2.6315680e-08
 1.7359994e-08]"
9648,a man is holding a cell phone in a room.,"[4.9442961e-09 3.2617285e-05 9.9785966e-01 ... 2.0738392e-08 2.6315680e-08
 1.7359994e-08]"
9649,a man is holding a cell phone in a room.,"[4.9442961e-09 3.2617285e-05 9.9785966e-01 ... 2.0738392e-08 2.6315680e-08
 1.7359994e-08]"
